Film ,Major Studio,Rotten Tomatoes,Audience Score,Genre,Number of Theatres,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Market Profitability,Opening Weekend,Imdb Rating,Release Date,Director,Poster
Ice Age: Continental Drift,Fox,37,63,Animation,3.881,161.32,715.92,877.24,95,923.4200%,2,6.7,"Jul 13, 2012",Steve Martino: Mike Thurmeier,http://ia.media-imdb.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg
The Dark Knight Rises,Warner Bros,88,90,Action,4.404,448.14,636.3,"1,084.44",250,433.7800%,7,8.5,"Jul 20, 2012",Christopher Nolan,http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg
Step Up Revolution,Summit,42,69,Drama,2.567,35.07,105.4,140.47,33,425.6700%,1,6.5,"Jul 27, 2012",Scott Speer,http://ia.media-imdb.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_SX300.jpg
The Watch,Fox,17,40,Action,3.168,35.35,32.91,68.27,68,100.3900%,1,5.7,"Jul 27, 2012",Akiva Schaffer,http://ia.media-imdb.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg
Diary of a Wimpy Kid: Dog Days,Fox,51,64,Comedy,3.391,49.01,28.1,77.11,22,350.5100%,1,6.4,"Aug 3, 2012",David Bowers,http://ia.media-imdb.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_SX300.jpg
Total Recall (2012),Sony,30,47,Action,3.601,58.88,139.59,198.47,125,158.7700%,1,6.3,"Aug 3, 2012",Len Wiseman,NoData
Hope Springs,Sony,74,56,Comedy,2.361,63.54,50.75,114.28,30,380.9400%,1,6.3,"Aug 8, 2012",David Frankel,http://ia.media-imdb.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg
No,Sony Pictures Classics,93,79,Drama,4,2.34,0,2.34,1,234.3700%,72,7.4,"Aug 9, 2012",Pablo Larraín,http://ia.media-imdb.com/images/M/MV5BMTM3ODAzNjcwMV5BMl5BanBnXkFtZTcwMTUzMjc4OA@@._V1_SX300.jpg
The Bourne Legacy,Universal,56,58,Action,3.745,113.2,162.94,276.14,125,220.9200%,2,6.7,"Aug 10, 2012",Tony Gilroy,http://ia.media-imdb.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg
The Campaign,Warner Bros,65,51,Comedy,3.205,86.91,18,104.91,12,"87,423.1200%",1,6.2,"Aug 10, 2012",Jay Roach,http://ia.media-imdb.com/images/M/MV5BMTY0NjI3MzM2Nl5BMl5BanBnXkFtZTcwNDgxNjA5Nw@@._V1_SX300.jpg
ParaNorman,Focus,87,72,Animation,3.429,56,51.14,107.14,60,178.5700%,1,7,"Aug 17, 2012",Chris Butler: Sam Fell,http://ia.media-imdb.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg
Sparkle (2012),TriS,57,65,Action,2.244,24.4,0,24.4,14,175.9800%,1,5.6,"Aug 17, 2012",Salim Akil,NoData
The Expendables 2,Lionsgate,65,68,Action,3.316,85.03,220.4,305.43,100,305.4300%,2,6.7,"Aug 17, 2012",Simon West,http://ia.media-imdb.com/images/M/MV5BMTQzODkwNDQxNV5BMl5BanBnXkFtZTcwNTQ1ODAxOA@@._V1_SX300.jpg
Premium Rush,Sony,76,60,Action,2.255,20.28,10.81,31.08,35,88.8100%,0,6.5,"Aug 24, 2012",David Koepp,http://ia.media-imdb.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_SX300.jpg
Lawless,Weinstein Company,67,75,Crime,2.888,37.4,16.28,53.68,26,206.4500%,0,7.3,"Aug 29, 2012",John Hillcoat,http://ia.media-imdb.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_SX300.jpg
The Possession,Lionsgate,40,49,Horror,2.816,49.13,36.32,85.45,14,610.3300%,1,5.9,"Aug 31, 2012",Ole Bornedal,http://ia.media-imdb.com/images/M/MV5BMTc0NTcxMDU0MV5BMl5BanBnXkFtZTcwNTgwMzExOA@@._V1_SX300.jpg
Anna Karenina,Focus,63,51,Drama,16,12.82,56.11,68.93,31,222.3500%,321,6.6,"Sep 7, 2012",Joe Wright,http://ia.media-imdb.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg
Arbitrage,Lionsgate,87,63,Drama,197,7.92,27.57,35.49,12,295.7100%,0,6.6,"Sep 14, 2012",Nicholas Jarecki,http://ia.media-imdb.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg
Resident Evil: Retribution,SGem,31,51,Action,3.012,42.35,197.81,240.16,65,369.4800%,1,5.3,"Sep 14, 2012",Paul W.S. Anderson,http://ia.media-imdb.com/images/M/MV5BMTA2NTkwNjUxNTZeQTJeQWpwZ15BbWU3MDE2OTMxMTg@._V1_SX300.jpg
Dredd,Lionsgate,78,72,Action,2.506,13.41,22.21,35.63,50,71.2500%,0,7,"Sep 21, 2012",Pete Travis,http://ia.media-imdb.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg
End of Watch,Open Road Films,85,86,Crime,2.73,41,7.12,48.13,7,687.5200%,1,7.7,"Sep 21, 2012",David Ayer,http://ia.media-imdb.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_SX300.jpg
House at the End of The Street,Relativity,10,42,Horror,3.083,31.61,7.85,39.46,10,394.6200%,1,5.6,"Sep 21, 2012",Mark Tonderai,http://ia.media-imdb.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_SX300.jpg
The Master,Weinstein Company,85,59,Drama,5,16.38,11.88,28.26,32,88.3100%,736,7.1,"Sep 21, 2012",Paul Thomas Anderson,http://ia.media-imdb.com/images/M/MV5BMTgxMjY1OTk4MV5BMl5BanBnXkFtZTcwOTQ3NDMxOQ@@._V1_SX300.jpg
Hotel Transylvania,Sony,45,72,Animation,3.349,148.31,210.06,358.38,85,421.6200%,2,7.1,"Sep 28, 2012",Genndy Tartakovsky,http://ia.media-imdb.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg
Looper,TriS,93,82,Action,2.992,66.49,110.02,176.51,30,588.3600%,1,7.5,"Sep 28, 2012",Rian Johnson,http://ia.media-imdb.com/images/M/MV5BMTY3NTY0MjEwNV5BMl5BanBnXkFtZTcwNTE3NDA1OA@@._V1_SX300.jpg
Frankenweenie,Disney,87,70,Animation,3.005,35.29,46.2,81.49,39,208.9500%,1,7,"Oct 5, 2012",Tim Burton,http://ia.media-imdb.com/images/M/MV5BMTk1MjYzMjY2N15BMl5BanBnXkFtZTgwNzg2NjAwMzE@._V1_SX300.jpg
Pitch Perfect,Universal,81,83,Comedy,335,65,48.04,113.04,17,664.9500%,0,7.3,"Oct 5, 2012",Jason Moore,http://ia.media-imdb.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg
Taken 2,Fox,21,54,Action,3.661,139.85,236.29,376.14,45,835.8700%,2,6.3,"Oct 5, 2012",Olivier Megaton,http://ia.media-imdb.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg
Argo,Warner Bros,96,90,Drama,3.232,136.03,96.3,232.33,45,522.0800%,1,7.8,"Oct 12, 2012",Ben Affleck,http://ia.media-imdb.com/images/M/MV5BMTc3MjI0MjM0NF5BMl5BanBnXkFtZTcwMTYxMTQ1OA@@._V1_SX300.jpg
Seven Psychopaths,Cross Creek Films,83,71,Comedy,1.48,15.02,4.4,19.42,15,129.4800%,0,7.2,"Oct 12, 2012",Martin McDonagh,http://ia.media-imdb.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_SX300.jpg
Sinister,Summit,63,61,Horror,2.527,48.09,29.63,77.71,3,"2,590.4100%",1,6.8,"Oct 12, 2012",Scott Derrickson,http://ia.media-imdb.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_SX300.jpg
The Perks of Being a Wallflower,Summit,85,89,Drama,4,17.74,15.64,33.38,13,256.800%,228,8.1,"Oct 12, 2012",Stephen Chbosky,http://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX300.jpg
Everything Must Go,Reliance Entertainment,74,53,Drama,218,2.71,,2.71,5,54.2200%,0.79,6.4,"Oct 14, 2012",Dan Rush,http://ia.media-imdb.com/images/M/MV5BMjEwMjI0NjU2NF5BMl5BanBnXkFtZTcwMDk5Mjc4NA@@._V1_SX300.jpg
Paranormal Activity 4,Paramount,24,36,Horror,3.412,53.92,88.92,142.84,5,"2,856.7800%",1,4.5,"Oct 19, 2012",Henry Joost: Ariel Schulman,http://ia.media-imdb.com/images/M/MV5BNjAxMzM0MjYwM15BMl5BanBnXkFtZTcwMjMwMjAyOA@@._V1_SX300.jpg
Cloud Atlas,Warner Bros,66,67,Drama,2.008,27.11,103.37,130.48,102,127.9200%,1,7.5,"Oct 26, 2012",Tom Tykwer: Andy Wachowski: Lana Wachowski,http://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg
Flight,Paramount,78,75,Drama,1.884,93.77,68,161.77,31,521.8500%,2,7.3,"Nov 2, 2012",Robert Zemeckis,http://ia.media-imdb.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX300.jpg
Wreck-It Ralph,Disney,86,87,Animation,3.752,189.42,281.8,471.22,165,285.5900%,2,7.8,"Nov 2, 2012",Rich Moore,http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg
Skyfall,Sony,92,86,Action,3.505,304.36,804.2,"1,108.56",200,554.2800%,4,7.8,"Nov 9, 2012",Sam Mendes,http://ia.media-imdb.com/images/M/MV5BMjAyODkzNDgzMF5BMl5BanBnXkFtZTcwMDMxMDI4Nw@@._V1_SX300.jpg
Lincoln,Dreamworks,90,81,Biography,11,182.21,93.09,275.29,65,423.5300%,944,7.4,"Nov 16, 2012",Steven Spielberg,http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg
The Twilight Saga: Breaking Dawn Part 2,Summit,48,71,Adventure,4.07,292.32,537.36,829.69,120,691.400%,6,5.6,"Nov 16, 2012",Bill Condon,http://ia.media-imdb.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg
Life of Pi,Fox,87,85,Adventure,2.927,124.99,484.03,609.02,120,507.5100%,1,8,"Nov 21, 2012",Ang Lee,http://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg
Red Dawn (2012),FD,12,52,Action,2.724,44.81,0,44.81,65,68.9300%,1,5.4,"Nov 21, 2012",Dan Bradley,NoData
Rise of the Guardians,Dreamworks,74,81,Animation,3.653,103.41,203.53,306.94,145,211.6800%,2,7.3,"Nov 21, 2012",Peter Ramsey,http://ia.media-imdb.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg
Killing Them Softly,Weinstein Company,75,44,Crime,2.424,15.03,22.9,37.93,15,252.8700%,1,6.2,"Nov 30, 2012",Andrew Dominik,http://ia.media-imdb.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg
MIB 3,Sony,70,71,Comedy,4.248,179.02,445.01,624.03,225,277.3500%,3,6.9,"Nov 30, 2012",Barry Sonnenfeld,N/A
The Hobbit: An Unexpected Journey,Warner Bros,65,83,Adventure,4.045,303,714,"1,017",200,508.500%,4,8,"Dec 14, 2012",Peter Jackson,http://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg
The Guilt Trip,Paramount,38,40,Comedy,2.431,37.13,4.73,41.86,40,104.6500%,0,5.8,"Dec 19, 2012",Anne Fletcher,http://ia.media-imdb.com/images/M/MV5BMTY5ODAxNDc0Nl5BMl5BanBnXkFtZTcwMzg0NDY1OA@@._V1_SX300.jpg
Jack Reacher,Paramount,61,67,Action,3.352,80.07,138.27,218.34,60,363.900%,1,7,"Dec 21, 2012",Christopher McQuarrie,http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg
This Is 40,Universal,51,51,Comedy,2.912,67.54,20.51,88.06,35,251.600%,1,6.2,"Dec 21, 2012",Judd Apatow,http://ia.media-imdb.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_SX300.jpg
Django Unchained,Weinstein Company,88,92,Western,3.01,162.81,262.56,425.37,100,425.3700%,1,8.5,"Dec 25, 2012",Quentin Tarantino,http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg
Les Miserables (2012),Universal,70,79,Romance,2.814,148.81,293,441.81,61,724.2800%,1,7.7,"Dec 25, 2012",Tom Hooper,NoData
Parental Guidance,Fox,18,61,Comedy,3.367,77.27,42.5,119.77,25,479.0900%,1,6,"Dec 25, 2012",Andy Fickman,http://ia.media-imdb.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg
Silver Linings Playbook,Weinstein Company,92,86,Comedy,16,132.09,104.32,236.41,21,"1,125.7700%",443,7.8,"Dec 25, 2012",David O. Russell,http://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg
The Impossible,Summit,81,85,Drama,15,19.02,161.25,180.27,30,600.9100%,144,7.6,"Jan 4, 2013",J.A. Bayona,http://ia.media-imdb.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_SX300.jpg
August: Osage County,Weinstein Company,65,72,Drama,5,26.51,8.94,35.46,25,141.8200%,179,7.3,"Jan 10, 2013",John Wells,http://ia.media-imdb.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg
Inside Llewyn Davis,CBS,94,76,Drama,4,12,19.7,31.7,4.6,689.0400%,405,7.5,"Jan 10, 2013",Ethan Coen: Joel Coen,http://ia.media-imdb.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg
Zero Dark Thirty,Sony,93,80,Drama,5,95.72,37.1,132.82,40,332.0500%,417,7.4,"Jan 11, 2013",Kathryn Bigelow,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg
Gangster Squad,Warner Bros,32,59,Action,3.103,46,59.2,105.2,60,175.3300%,1,6.8,"Jan 11, 2013",Ruben Fleischer,http://ia.media-imdb.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg
A Haunted House,Open Road Films,10,54,Comedy,2.16,40.04,19.9,59.94,2.5,"2,397.6700%",1,5,"Jan 11, 2013",Michael Tiddes,http://ia.media-imdb.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg
Much Ado About Nothing,RAtt.,84,78,Comedy,5,4.33,0,4.33,3,144.2900%,172,7.3,"Jan 16, 2013",Joss Whedon,http://ia.media-imdb.com/images/M/MV5BMzkwODM1OTY1Nl5BMl5BanBnXkFtZTcwOTcxMDQ1NA@@._V1_SX300.jpg
Broken City,Fox,28,42,Crime,2.62,19.7,0,19.7,35,56.2900%,1,6.2,"Jan 18, 2013",Allen Hughes,http://ia.media-imdb.com/images/M/MV5BMTY4OTIwODg4Ml5BMl5BanBnXkFtZTcwNjg0MDY1OA@@._V1_SX300.jpg
Mama,Universal,66,57,Horror,2.647,71.63,74.8,146.43,15,976.1900%,1,6.2,"Jan 18, 2013",Andrés Muschietti,http://ia.media-imdb.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg
The Last Stand,Lionsgate,60,55,Action,2.913,12.05,36.28,48.33,45,107.400%,0,6.4,"Jan 18, 2013",Jee-Woon Kim,http://ia.media-imdb.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_SX300.jpg
Nebraska,Paramount,92,86,Adventure,4,11.72,0,11.72,12,97.6700%,140,7.8,"Jan 24, 2013",Alexander Payne,http://ia.media-imdb.com/images/M/MV5BMTU2Mjk2NDkyMl5BMl5BanBnXkFtZTgwNTk0NzcyMDE@._V1_SX300.jpg
Hansel & Gretel,Paramount,15,54,Action,3.372,55.7,170,225.7,50,451.4100%,1,6.1,"Jan 25, 2013",Tommy Wirkola,http://ia.media-imdb.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg
Parker,FD,41,49,Action,2.224,17.62,28.6,46.22,35,132.0500%,0,6.2,"Jan 25, 2013",Taylor Hackford,http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg
Movie 43,Relativity,4,25,Comedy,2.023,8.84,23.6,32.44,6,540.6500%,1,4.4,"Jan 25, 2013",Elizabeth Banks: Steven Brill: Steve Carr: Rusty Cundieff: James Duffy: Griffin Dunne: Peter Farrelly: Patrik Forsberg: Will Graham: James Gunn: Brett Ratner: Jonathan van Tulleken: Bob Odenkirk,http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg
Warm Bodies,Summit,80,74,Comedy,3.009,66.38,50.6,116.98,35,334.2300%,1,6.9,"Feb 1, 2013",Jonathan Levine,"http://ia.media-imdb.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg"
Bullet to the Head,Warner Bros,46,41,Action,2.404,9.49,0,9.49,10,94.900%,1,5.7,"Feb 1, 2013",Walter Hill,http://ia.media-imdb.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_SX300.jpg
Stand Up Guys,Lionsgate,37,47,Comedy,659,3.31,0,3.31,2,165.500%,0,6.5,"Feb 1, 2013",Fisher Stevens,http://ia.media-imdb.com/images/M/MV5BMTgwNjgyOTExMV5BMl5BanBnXkFtZTcwNTIzODA1OA@@._V1_SX300.jpg
Identity Thief,Universal,19,55,Comedy,3.141,134.51,39.46,173.97,35,497.0400%,2,5.7,"Feb 8, 2013",Seth Gordon,http://ia.media-imdb.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg
Side Effects,Open Road Films,84,71,Crime,2.605,32.17,31.2,63.37,30,211.2400%,1,7.1,"Feb 8, 2013",Steven Soderbergh,http://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg
A Good Day to Die Hard,Fox,14,42,Action,3.553,67.35,237.3,304.65,92,331.1500%,2,5.3,"Feb 14, 2013",John Moore,http://ia.media-imdb.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg
Beautiful Creatures,Warner Bros,37,34,Drama,2.95,19.45,40.6,60.05,60,100.0900%,1,6.2,"Feb 14, 2013",Richard LaGravenese,http://ia.media-imdb.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg
Safe Haven,Relativity,12,68,Drama,3.223,71.35,0,71.35,28,254.8200%,1,6.7,"Feb 14, 2013",Lasse Hallström,http://ia.media-imdb.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg
Snitch,Summit,56,63,Action,2.511,42.93,0,42.93,15,286.200%,1,6.5,"Feb 22, 2013",Ric Roman Waugh,http://ia.media-imdb.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_SX300.jpg
Dark Skies,W/Dim.,39,50,Horror,2.313,17.42,9,26.42,3.5,754.9100%,0,6.3,"Feb 22, 2013",Scott Stewart,http://ia.media-imdb.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg
Jack the Giant Slayer,Warner Bros (NL),52,56,Adventure,3.525,65.19,132.5,197.69,195,101.3800%,1,6.3,"Mar 1, 2013",Bryan Singer,http://ia.media-imdb.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg
21 and Over,Relativity,28,49,Comedy,2.771,25.68,19.9,45.58,13,350.6300%,1,5.9,"Mar 1, 2013",Jon Lucas: Scott Moore,NoData
Quartet,Weinstein Company,80,65,Comedy,2,18.39,41.13,59.52,11,541.0900%,47,6.8,"Mar 1, 2013",Dustin Hoffman,http://ia.media-imdb.com/images/M/MV5BMTc2MTI0MzI5Ml5BMl5BanBnXkFtZTcwNzkzNjQ4OA@@._V1_SX300.jpg
The Last Exorcism Part II,CBS,16,27,Drama,2.7,15.18,0,15.18,5,303.5900%,1,3.9,"Mar 1, 2013",Ed Gass-Donnelly,http://ia.media-imdb.com/images/M/MV5BMTk5MjkxMjUxMF5BMl5BanBnXkFtZTcwODk5ODUwOQ@@._V1_SX300.jpg
Stoker,FoxS,68,61,Drama,7,1.71,10.36,12.08,12,100.6500%,161,6.9,"Mar 1, 2013",Chan-wook Park,http://ia.media-imdb.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg
Oz The Great & Powerful,BV,59,57,Adventure,3.912,234.91,258.4,493.31,215,229.4500%,3,6.4,"Mar 8, 2013",Sam Raimi,http://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg
Dead Man Down,FD,38,48,Action,2.188,10.9,7.18,18.07,10,180.7500%,0,6.5,"Mar 8, 2013",Niels Arden Oplev,http://ia.media-imdb.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg
I'm So Excited,Sony Pictures Classics,47,38,Comedy,5,1.37,10.36,11.72,10,117.2400%,97,5.6,"Mar 8, 2013",Pedro Almodóvar,http://ia.media-imdb.com/images/M/MV5BMjM0MDY2OTEzNl5BMl5BanBnXkFtZTcwMjI5ODU0OQ@@._V1_SX300.jpg
The Call,TriS,43,66,Crime,2.507,51.87,16.7,68.57,13,527.4800%,1,6.7,"Mar 15, 2013",Brad Anderson,http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg
The Croods,Fox,70,79,Animation,4.046,187.17,400.04,587.2,135,434.9700%,2,7.3,"Mar 22, 2013",Kirk De Micco: Chris Sanders,http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg
Olympus Has Fallen,FD,48,68,Action,3.098,98.93,62.1,161.03,70,230.0400%,2,6.5,"Mar 22, 2013",Antoine Fuqua,http://ia.media-imdb.com/images/M/MV5BMTkxNjIyNjE5OF5BMl5BanBnXkFtZTcwMTI3NzkxOQ@@._V1_SX300.jpg
Admission,Focus,38,34,Comedy,2.16,18.01,0,18.01,13,138.5200%,0,5.7,"Mar 22, 2013",Paul Weitz,http://ia.media-imdb.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg
Spring Breakers,A24,65,39,Action,3,14.12,17.6,31.72,5,634.4900%,263,5.3,"Mar 22, 2013",Harmony Korine,http://ia.media-imdb.com/images/M/MV5BNDE3MDQzMDA5OF5BMl5BanBnXkFtZTcwMTUxNTgxOQ@@._V1_SX300.jpg
Trance,FoxS,68,64,Crime,4,2.33,21.93,24.26,20,121.3100%,131,7,"Mar 27, 2013",Danny Boyle,http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg
G.I. Joe: Retaliation,Paramount,28,49,Action,3.719,122.52,253.22,375.74,130,289.0300%,2,5.8,"Mar 28, 2013",Jon M. Chu,http://ia.media-imdb.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg
The Host,Open Road Films,8,50,Adventure,3.202,26.63,21.6,48.23,40,120.5700%,1,5.9,"Mar 29, 2013",Andrew Niccol,http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg
Evil Dead,TriS,62,64,Horror,3.025,54.24,43.3,97.54,17,573.7800%,2,6.5,"Apr 5, 2013",Fede Alvarez,http://ia.media-imdb.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg
42,Warner Bros,78,86,Biography,3.003,95.02,0,95.02,40,237.5500%,1,7.5,"Apr 12, 2013",Brian Helgeland,http://ia.media-imdb.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg
Scary Movie 5,W/Dim.,4,41,Comedy,3.402,32.02,46.36,78.38,20,391.8900%,1,3.5,"Apr 12, 2013",Malcolm D. Lee: David Zucker,http://ia.media-imdb.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg
